period,timestamp,it_load_kw,cooling_demand_kw,cooling_energy_kwh,cooling_electrical_power_kw,cooling_electrical_energy_kwh,cop,facility_power_kw,facility_energy_kwh,it_energy_kwh,pue
post,2028-01-07 11:45:00,661.41,696.41,174.103,207.03,51.758,3.3638,983.21,245.802,165.353,1.4865
post,2028-01-07 12:00:00,640.42,675.42,168.854,204.0,51.0,3.3108,958.24,239.559,160.104,1.4963
post,2028-01-07 12:15:00,662.27,697.27,174.319,202.23,50.558,3.4479,979.31,244.827,165.569,1.4787
post,2028-01-07 12:30:00,665.47,700.47,175.117,195.59,48.897,3.5814,976.0,244.001,166.367,1.4666
post,2028-01-07 12:45:00,682.12,717.12,179.28,202.19,50.549,3.5467,1000.01,250.003,170.53,1.466
post,2028-01-07 13:00:00,664.18,699.18,174.795,212.79,53.197,3.2858,991.86,247.964,166.045,1.4934
post,2028-01-07 13:15:00,685.97,720.97,180.242,225.05,56.262,3.2036,1026.89,256.721,171.492,1.497
post,2028-01-07 13:30:00,697.88,732.88,183.22,216.96,54.24,3.3779,1031.24,257.811,174.47,1.4777
post,2028-01-07 13:45:00,664.29,699.29,174.823,206.18,51.546,3.3916,985.37,246.342,166.073,1.4833
post,2028-01-07 14:00:00,703.48,738.48,184.62,219.78,54.945,3.3601,1039.92,259.979,175.87,1.4782
post,2028-01-07 14:15:00,717.47,752.47,188.116,223.93,55.981,3.3603,1058.68,264.669,179.366,1.4756
post,2028-01-07 14:30:00,713.34,748.34,187.084,211.15,52.788,3.544,1041.59,260.397,178.334,1.4602
post,2028-01-07 14:45:00,756.75,791.75,197.936,230.11,57.529,3.4407,1105.91,276.478,189.186,1.4614
post,2028-01-07 15:00:00,658.54,693.54,173.386,193.52,48.38,3.5839,966.7,241.674,164.636,1.4679
post,2028-01-07 15:15:00,669.25,704.25,176.063,194.87,48.718,3.6139,979.24,244.809,167.313,1.4632
post,2028-01-07 15:30:00,727.49,762.49,190.622,237.76,59.441,3.2069,1082.99,270.747,181.872,1.4887
post,2028-01-07 15:45:00,657.99,692.99,173.247,209.79,52.448,3.3032,982.39,245.598,164.497,1.493
post,2028-01-07 16:00:00,684.62,719.62,179.906,218.2,54.551,3.298,1018.63,254.659,171.156,1.4879
post,2028-01-07 16:15:00,677.33,712.33,178.082,207.82,51.954,3.4277,1000.62,250.156,169.332,1.4773
post,2028-01-07 16:30:00,698.32,733.32,183.33,207.03,51.758,3.5421,1021.78,255.444,174.58,1.4632
post,2028-01-07 16:45:00,662.84,697.84,174.46,196.12,49.029,3.5583,973.78,243.446,165.71,1.4691
post,2028-01-07 17:00:00,641.36,676.36,169.091,189.23,47.306,3.5744,944.45,236.113,160.341,1.4726
post,2028-01-07 17:15:00,712.79,747.79,186.949,218.34,54.584,3.4249,1048.21,262.052,178.199,1.4706
post,2028-01-07 17:30:00,672.26,707.26,176.816,202.81,50.702,3.4874,990.32,247.581,168.066,1.4731
post,2028-01-07 17:45:00,675.81,710.81,177.704,195.52,48.88,3.6355,986.74,246.686,168.954,1.4601
post,2028-01-07 18:00:00,636.2,671.2,167.8,186.83,46.707,3.5926,936.66,234.165,159.05,1.4723
post,2028-01-07 18:15:00,657.98,692.98,173.244,212.88,53.22,3.2553,985.46,246.366,164.494,1.4977
post,2028-01-07 18:30:00,643.35,678.35,169.588,201.28,50.32,3.3702,958.58,239.646,160.838,1.49
post,2028-01-07 18:45:00,627.62,662.62,165.655,189.46,47.366,3.4974,930.33,232.582,156.905,1.4823
post,2028-01-07 19:00:00,647.09,,170.523,208.65,52.163,3.269,969.86,242.466,161.773,1.4988
post,2028-01-07 19:15:00,612.84,647.84,161.96,183.72,45.93,3.5262,909.14,227.285,153.21,1.4835
post,2028-01-07 19:30:00,586.52,621.52,155.379,183.99,45.998,3.378,881.9,220.475,146.629,1.5036
post,2028-01-07 19:45:00,618.07,653.07,163.268,197.55,49.389,3.3058,928.44,232.11,154.518,1.5022
post,2028-01-07 20:00:00,623.58,658.58,164.646,176.3,44.074,3.7356,912.94,228.236,155.896,1.464
post,2028-01-07 20:15:00,645.23,680.23,170.057,197.37,49.341,3.4465,956.63,239.157,161.307,1.4826
post,2028-01-07 20:30:00,650.35,685.35,171.337,201.7,50.425,3.3978,966.31,241.578,162.587,1.4858
post,2028-01-07 20:45:00,621.3,656.3,164.075,186.15,46.538,3.5256,920.41,230.102,155.325,1.4814
post,2028-01-07 21:00:00,636.28,671.28,167.819,197.43,49.358,3.4001,947.34,236.835,159.069,1.4889
post,2028-01-07 21:15:00,596.65,,157.911,184.29,46.073,3.4274,892.79,223.197,149.161,1.4963
post,2028-01-07 21:30:00,596.27,631.27,157.818,180.18,45.044,3.5036,888.28,222.071,149.068,1.4897
post,2028-01-07 21:45:00,611.09,646.09,161.521,186.83,46.708,3.4581,910.42,227.604,152.771,1.4898
post,2028-01-07 22:00:00,586.09,621.09,155.272,183.02,45.756,3.3935,880.49,220.122,146.522,1.5023
post,2028-01-07 22:15:00,587.66,622.66,155.665,192.69,48.173,3.2314,891.8,222.949,146.915,1.5175
post,2028-01-07 22:30:00,595.0,630.0,157.501,184.41,46.104,3.4162,891.19,222.798,148.751,1.4978
post,2028-01-07 22:45:00,572.07,607.07,151.769,184.9,46.226,3.2832,867.72,216.931,143.019,1.5168
post,2028-01-07 23:00:00,664.81,699.81,174.952,207.7,51.925,3.3693,987.42,246.855,166.202,1.4853
post,2028-01-07 23:15:00,597.8,632.8,158.201,179.82,44.955,3.5191,889.52,222.381,149.451,1.488
post,2028-01-07 23:30:00,574.93,609.93,152.483,176.12,44.031,3.4631,861.93,215.482,143.733,1.4992
post,2028-01-07 23:45:00,613.17,648.17,162.044,195.65,48.912,3.313,921.42,230.354,153.294,1.5027
post,2028-01-08 00:00:00,566.0,601.0,150.25,183.89,45.973,3.2682,860.36,215.091,141.5,1.5201
post,2028-01-08 00:15:00,595.16,630.16,157.54,194.46,48.615,3.2406,901.41,225.351,148.79,1.5146
post,2028-01-08 00:30:00,583.35,618.35,154.587,182.12,45.53,3.3953,876.72,219.179,145.837,1.5029
post,2028-01-08 00:45:00,602.64,637.64,159.41,190.68,47.671,3.344,905.44,226.361,150.66,1.5025
post,2028-01-08 01:00:00,588.74,623.74,155.934,178.85,44.712,3.4875,879.08,219.769,147.184,1.4932
post,2028-01-08 01:15:00,602.33,637.33,159.333,190.47,47.618,3.3461,904.91,226.227,150.583,1.5023
post,2028-01-08 01:30:00,595.36,630.36,157.59,186.49,46.622,3.3802,893.64,223.41,148.84,1.501
post,2028-01-08 01:45:00,564.9,599.9,149.976,180.86,45.215,3.3169,856.18,214.046,141.226,1.5156
post,2028-01-08 02:00:00,584.78,619.78,154.944,194.04,48.51,3.194,890.13,222.533,146.194,1.5222
post,2028-01-08 02:15:00,593.34,628.34,157.086,180.11,45.028,3.4886,885.16,221.289,148.336,1.4918
post,2028-01-08 02:30:00,575.23,610.23,152.558,187.73,46.933,3.2506,873.85,218.462,143.808,1.5191
post,2028-01-08 02:45:00,561.83,596.83,149.207,181.09,45.271,3.2958,853.19,213.298,140.457,1.5186
post,2028-01-08 03:00:00,578.78,613.78,153.444,183.06,45.765,3.3529,872.88,218.22,144.694,1.5081
post,2028-01-08 03:15:00,574.49,609.49,152.371,174.22,43.556,3.4983,859.56,214.89,143.621,1.4962
post,2028-01-08 03:30:00,586.33,621.33,155.332,179.82,44.955,3.4553,877.53,219.384,146.582,1.4967
post,2028-01-08 03:45:00,598.22,633.22,158.306,189.48,47.371,3.3418,899.63,224.906,149.556,1.5038
post,2028-01-08 04:00:00,602.36,637.36,159.339,190.8,47.7,3.3404,905.26,226.316,150.589,1.5029
post,2028-01-08 04:15:00,586.92,621.92,155.481,191.02,47.756,3.2558,889.36,222.339,146.731,1.5153
post,2028-01-08 04:30:00,609.09,644.09,161.023,199.41,49.853,3.23,920.91,230.228,152.273,1.5119
post,2028-01-08 04:45:00,562.43,597.43,149.357,171.38,42.844,3.4861,844.12,211.029,140.607,1.5008
post,2028-01-08 05:00:00,598.54,633.54,158.384,181.82,45.454,3.4845,892.29,223.072,149.634,1.4908
post,2028-01-08 05:15:00,600.88,635.88,158.97,184.9,46.224,3.4391,897.82,224.454,150.22,1.4942
post,2028-01-08 05:30:00,574.94,609.94,152.485,176.65,44.162,3.4528,862.46,215.615,143.735,1.5001
post,2028-01-08 05:45:00,625.38,660.38,165.094,198.09,49.523,3.3337,936.61,234.152,156.344,1.4977
post,2028-01-08 06:00:00,,619.06,154.765,180.37,45.093,3.4321,875.72,218.929,146.015,1.4994
post,2028-01-08 06:15:00,587.81,622.81,155.703,186.5,46.626,3.3394,885.77,221.442,146.953,1.5069
post,2028-01-08 06:30:00,586.14,621.14,155.285,186.11,46.527,3.3376,883.62,220.905,146.535,1.5075
post,2028-01-08 06:45:00,603.38,638.38,159.595,189.96,47.49,3.3606,905.49,226.373,150.845,1.5007
post,2028-01-08 07:00:00,628.96,663.96,165.991,199.35,49.837,3.3307,941.62,235.404,157.241,1.4971
post,2028-01-08 07:15:00,621.7,656.7,164.175,194.89,48.724,3.3695,929.57,232.392,155.425,1.4952
post,2028-01-08 07:30:00,585.77,620.77,155.193,194.1,48.526,3.1982,891.24,222.809,146.443,1.5215
post,2028-01-08 07:45:00,612.99,647.99,161.998,189.16,47.291,3.4255,914.74,228.686,153.248,1.4923
post,2028-01-08 08:00:00,597.21,632.21,158.051,193.28,48.319,3.271,902.36,225.589,149.301,1.511
post,2028-01-08 08:15:00,617.99,652.99,163.247,185.59,46.397,3.5184,916.39,229.097,154.497,1.4829
post,2028-01-08 08:30:00,639.08,674.08,168.52,195.62,48.906,3.4458,948.46,237.115,159.77,1.4841
post,2028-01-08 08:45:00,625.44,660.44,165.11,191.63,47.907,3.4465,930.21,232.553,156.36,1.4873
post,2028-01-08 09:00:00,661.76,696.76,174.19,186.4,46.6,3.738,962.94,240.735,165.44,1.4551
post,2028-01-08 09:15:00,650.47,685.47,171.369,210.81,52.702,3.2517,975.55,243.888,162.619,1.4998
post,2028-01-08 09:30:00,649.16,684.16,171.04,206.7,51.676,3.3098,970.08,242.519,162.29,1.4944
post,2028-01-08 09:45:00,678.22,713.22,178.304,215.03,53.758,3.3168,1008.77,252.192,169.554,1.4874
post,2028-01-08 10:00:00,634.49,669.49,167.373,190.06,47.516,3.5225,938.11,234.527,158.623,1.4785
post,2028-01-08 10:15:00,650.61,685.61,171.402,197.25,49.314,3.4758,962.14,240.535,162.652,1.4788
post,2028-01-08 10:30:00,648.04,683.04,170.759,198.34,49.584,3.4438,960.53,240.133,162.009,1.4822
post,2028-01-08 10:45:00,651.68,686.68,171.671,200.96,50.241,3.417,966.97,241.743,162.921,1.4838
post,2028-01-08 11:00:00,704.67,739.67,184.917,215.66,53.915,3.4298,1037.04,259.259,176.167,1.4717
post,2028-01-08 11:15:00,659.14,694.14,173.535,209.42,52.355,3.3146,983.22,245.805,164.785,1.4917
post,2028-01-08 11:30:00,718.09,753.09,188.273,238.5,59.625,3.1576,1073.9,268.476,179.523,1.4955
post,2028-01-08 11:45:00,696.83,731.83,182.956,199.43,49.857,3.6696,1012.61,253.153,174.206,1.4532
post,2028-01-08 12:00:00,673.67,708.67,177.168,212.74,53.186,3.3311,1001.73,250.432,168.418,1.487
post,2028-01-08 12:15:00,624.39,659.39,164.848,198.48,49.621,3.3222,935.97,233.994,156.098,1.499
post,2028-01-08 12:30:00,685.92,720.92,180.229,213.17,53.293,3.3819,1014.95,253.739,171.479,1.4797
post,2028-01-08 12:45:00,682.86,717.86,179.464,221.93,55.482,3.2346,1020.51,255.128,170.714,1.4945
post,2028-01-08 13:00:00,701.56,736.56,184.139,212.92,53.231,3.4593,1031.05,257.762,175.389,1.4697
post,2028-01-08 13:15:00,686.38,721.38,180.344,214.14,53.534,3.3688,1016.4,254.1,171.594,1.4808
post,2028-01-08 13:30:00,678.97,713.97,178.494,221.44,55.36,3.2242,1015.97,253.993,169.744,1.4963
post,2028-01-08 13:45:00,701.22,736.22,184.056,235.02,58.756,3.1325,1052.8,263.201,175.306,1.5014
post,2028-01-08 14:00:00,707.16,742.16,185.54,212.23,53.058,3.4969,1036.22,259.054,176.79,1.4653
post,2028-01-08 14:15:00,753.34,788.34,197.085,228.91,57.228,3.4438,1101.15,275.289,188.335,1.4617
post,2028-01-08 14:30:00,678.96,713.96,178.489,203.64,50.91,3.506,998.15,249.537,169.739,1.4701
post,2028-01-08 14:45:00,674.49,709.49,177.372,222.23,55.558,3.1926,1012.07,253.017,168.622,
post,2028-01-08 15:00:00,656.7,691.7,172.926,214.88,53.72,3.219,986.13,246.534,164.176,1.5016
post,2028-01-08 15:15:00,659.66,694.66,173.666,206.36,51.59,3.3663,980.71,245.177,164.916,1.4867
post,2028-01-08 15:30:00,714.59,749.59,187.397,244.49,61.123,3.0659,1076.24,269.059,178.647,1.5061
post,2028-01-08 15:45:00,672.48,707.48,176.869,209.88,52.47,3.3709,997.62,249.404,168.119,1.4835
post,2028-01-08 16:00:00,662.4,697.4,174.351,221.07,55.267,3.1547,998.28,249.569,165.601,1.5071
post,2028-01-08 16:15:00,640.21,675.21,168.804,200.03,50.008,3.3756,954.05,238.514,160.054,1.4902
post,2028-01-08 16:30:00,683.33,718.33,179.582,202.9,50.726,3.5402,1001.98,250.495,170.832,1.4663
post,2028-01-08 16:45:00,669.37,704.37,176.093,205.88,51.469,3.4213,990.37,247.592,167.343,1.4796
post,2028-01-08 17:00:00,675.91,710.91,177.728,222.55,55.637,3.1944,1013.87,253.469,168.978,1.5
post,2028-01-08 17:15:00,678.24,713.24,178.311,214.92,53.73,3.3186,1008.69,252.172,169.561,1.4872
post,2028-01-08 17:30:00,635.3,670.3,167.576,210.21,52.554,3.1887,959.11,239.777,158.826,1.5097
post,2028-01-08 17:45:00,693.95,728.95,182.237,227.33,56.832,3.2066,1037.5,259.376,173.487,1.4951
post,2028-01-08 18:00:00,671.17,706.17,176.543,225.05,56.264,3.1378,1011.43,252.857,167.793,1.507
post,2028-01-08 18:15:00,649.27,684.27,171.068,204.29,51.072,3.3495,967.78,241.944,162.318,1.4906
post,2028-01-08 18:30:00,630.74,665.74,166.436,178.45,44.612,3.7307,922.57,230.644,157.686,1.4627
post,2028-01-08 18:45:00,636.41,671.41,167.852,198.79,49.696,3.3775,948.83,237.208,159.102,1.4909
post,2028-01-08 19:00:00,642.01,677.01,169.252,195.07,48.767,3.4706,950.97,237.742,160.502,1.4812
post,2028-01-08 19:15:00,640.5,675.5,168.876,201.51,50.376,3.3523,955.83,238.957,160.126,1.4923
post,2028-01-08 19:30:00,639.86,674.86,168.716,208.82,52.206,3.2318,962.48,240.62,159.966,1.5042
post,2028-01-08 19:45:00,602.92,637.92,159.479,182.38,45.596,3.4977,897.43,224.358,150.729,1.4885
post,2028-01-08 20:00:00,632.36,667.36,166.84,193.54,48.384,3.4483,939.35,234.838,158.09,1.4855
post,2028-01-08 20:15:00,582.61,617.61,154.404,188.25,47.062,3.2809,882.08,220.52,145.654,
post,2028-01-08 20:30:00,638.58,673.58,168.394,189.92,47.48,3.5466,942.23,235.558,159.644,1.4755
post,2028-01-08 20:45:00,646.01,681.01,170.253,198.76,49.691,3.4262,958.84,239.711,161.503,1.4843
post,2028-01-08 21:00:00,626.48,661.48,165.371,197.19,49.298,3.3545,936.87,234.217,156.621,1.4954
post,2028-01-08 21:15:00,588.71,623.71,155.928,178.44,44.611,3.4953,878.65,219.662,147.178,1.4925
post,2028-01-08 21:30:00,613.78,648.78,162.196,187.22,46.806,3.4653,913.63,228.407,153.446,1.4885
post,2028-01-08 21:45:00,591.32,626.32,156.58,191.87,47.967,3.2643,894.79,223.699,147.83,1.5132
post,2028-01-08 22:00:00,605.91,640.91,160.228,181.61,45.402,3.5291,899.78,224.946,151.478,1.485
post,2028-01-08 22:15:00,613.92,648.92,162.23,185.61,46.403,3.4961,912.16,228.039,153.48,1.4858
post,2028-01-08 22:30:00,599.83,634.83,158.709,200.31,50.079,3.1692,912.14,228.036,149.959,1.5207
post,2028-01-08 22:45:00,614.26,649.26,162.315,193.97,48.494,3.3471,920.88,230.219,153.565,1.4992
post,2028-01-08 23:00:00,645.96,680.96,170.24,191.42,47.855,3.5574,951.44,237.861,161.49,1.4729
post,2028-01-08 23:15:00,619.71,654.71,163.678,210.72,52.68,3.107,943.32,235.83,154.928,1.5222
post,2028-01-08 23:30:00,610.66,645.66,161.414,193.83,48.458,3.331,916.97,229.242,152.664,1.5016
post,2028-01-08 23:45:00,558.68,593.68,148.42,165.92,41.481,3.578,834.75,208.686,139.67,1.4941
post,2028-01-09 00:00:00,545.83,580.83,145.208,180.98,45.245,3.2094,836.37,209.093,136.458,1.5323
post,2028-01-09 00:15:00,590.49,625.49,156.371,178.49,44.623,3.5043,880.55,220.137,147.621,1.4912
post,2028-01-09 00:30:00,574.27,609.27,152.318,163.48,40.871,3.7268,848.59,212.149,143.568,
post,2028-01-09 00:45:00,596.99,631.99,157.998,191.53,47.881,3.2998,900.38,225.096,149.248,1.5082
post,2028-01-09 01:00:00,567.28,602.28,150.57,170.97,42.743,3.5226,848.78,212.195,141.82,1.4962
post,2028-01-09 01:15:00,584.75,619.75,154.938,188.56,47.139,3.2868,884.62,221.156,146.188,1.5128
post,2028-01-09 01:30:00,570.37,605.37,151.343,181.81,45.452,3.3297,862.85,215.712,142.593,1.5128
post,2028-01-09 01:45:00,566.1,601.1,150.276,178.48,44.62,3.3679,855.06,213.765,141.526,1.5104
post,2028-01-09 02:00:00,603.6,638.6,159.651,174.33,43.583,3.6632,890.1,222.525,150.901,1.4746
post,2028-01-09 02:15:00,607.52,642.52,160.631,200.58,50.145,3.2033,920.44,230.111,151.881,1.5151
post,2028-01-09 02:30:00,597.72,632.72,158.181,190.27,47.567,3.3254,899.89,224.972,149.431,1.5055
post,2028-01-09 02:45:00,562.33,597.33,149.332,160.98,40.245,3.7106,833.61,208.403,140.582,1.4824
post,2028-01-09 03:00:00,572.88,607.88,151.97,188.17,47.043,3.2305,871.83,217.958,143.22,1.5218
post,2028-01-09 03:15:00,577.6,612.6,153.15,180.91,45.227,3.3862,869.5,217.375,144.4,1.5054
post,2028-01-09 03:30:00,582.16,617.16,154.289,184.85,46.213,3.3387,878.21,219.551,145.539,1.5085
post,2028-01-09 03:45:00,575.99,610.99,152.747,190.25,47.563,3.2115,877.16,219.289,143.997,1.5229
post,2028-01-09 04:00:00,580.93,615.93,153.984,178.3,44.576,3.4544,870.38,217.595,145.234,1.4982
post,2028-01-09 04:15:00,616.01,651.01,162.751,180.99,45.248,3.5969,909.72,227.429,154.001,1.4768
post,2028-01-09 04:30:00,625.04,660.04,165.009,196.92,49.229,3.3518,935.08,233.77,156.259,1.496
post,2028-01-09 04:45:00,598.0,633.0,158.249,188.41,47.102,3.3597,898.31,224.579,149.499,1.5022
post,2028-01-09 05:00:00,588.14,623.14,155.785,172.91,43.227,3.6039,872.52,218.129,147.035,1.4835
post,2028-01-09 05:15:00,602.4,637.4,159.35,188.37,47.092,3.3838,902.88,225.719,150.6,1.4988
post,2028-01-09 05:30:00,590.58,625.58,156.396,180.87,45.217,3.4588,883.03,220.757,147.646,1.4952
post,2028-01-09 05:45:00,579.7,614.7,153.675,180.33,45.081,3.4089,871.11,217.778,144.925,1.5027
post,2028-01-09 06:00:00,646.29,681.29,170.323,197.02,49.254,3.458,957.39,239.348,161.573,1.4814
post,2028-01-09 06:15:00,610.45,645.45,161.363,188.36,47.089,3.4267,911.28,227.82,152.613,1.4928
post,2028-01-09 06:30:00,608.97,643.97,160.993,198.97,49.742,3.2365,920.34,230.086,152.243,1.5113
post,2028-01-09 06:45:00,633.35,668.35,167.088,205.74,51.434,3.2486,952.59,238.148,158.338,1.504
post,2028-01-09 07:00:00,643.78,678.78,169.694,203.34,50.835,,961.08,240.271,160.944,1.4929
post,2028-01-09 07:15:00,624.13,659.13,164.784,190.36,47.59,3.4626,927.58,231.895,156.034,1.4862
post,2028-01-09 07:30:00,630.11,665.11,166.277,192.44,48.11,3.4562,935.9,233.976,157.527,1.4853
post,2028-01-09 07:45:00,629.45,664.45,166.114,192.77,48.193,3.4468,935.55,233.888,157.364,1.4863
post,2028-01-09 08:00:00,625.95,660.95,165.237,192.39,48.098,3.4354,931.51,232.877,156.487,1.4882
post,2028-01-09 08:15:00,651.27,686.27,171.566,207.6,51.901,3.3057,973.18,243.294,162.816,1.4943
post,2028-01-09 08:30:00,611.8,646.8,161.701,176.64,44.161,3.6616,900.98,225.244,152.951,1.4727
post,2028-01-09 08:45:00,629.52,664.52,166.13,197.52,49.379,3.3644,940.37,235.092,157.38,1.4938
post,2028-01-09 09:00:00,635.62,670.62,167.655,201.04,50.26,3.3358,950.26,237.566,158.905,
post,2028-01-09 09:15:00,658.65,693.65,173.413,196.9,49.225,3.5229,970.19,242.548,164.663,1.473
post,2028-01-09 09:30:00,654.51,689.51,172.377,200.77,50.194,3.4342,969.74,242.434,163.627,1.4816
post,2028-01-09 09:45:00,625.46,660.46,165.115,207.18,51.794,3.1879,945.78,236.445,156.365,1.5121
post,2028-01-09 10:00:00,679.45,714.45,178.613,211.59,52.898,3.3766,1006.62,251.655,169.863,1.4815
post,2028-01-09 10:15:00,682.29,717.29,179.322,210.6,52.651,3.4059,1008.59,252.148,170.572,1.4783
post,2028-01-09 10:30:00,648.66,683.66,170.914,226.11,56.528,3.0235,988.96,247.24,162.164,1.5246
post,2028-01-09 10:45:00,659.75,694.75,173.687,197.67,49.418,3.5146,972.11,243.027,164.937,1.4735
post,2028-01-09 11:00:00,651.38,,171.595,210.21,52.552,3.2653,975.9,243.975,162.845,1.4982
post,2028-01-09 11:15:00,688.82,723.82,180.954,229.02,57.254,3.1605,1033.83,258.457,172.204,1.5009
post,2028-01-09 11:30:00,679.4,714.4,178.601,223.24,,3.2002,1018.21,254.553,169.851,1.4987
post,2028-01-09 11:45:00,660.54,695.54,173.884,221.04,55.261,3.1466,996.3,249.076,165.134,1.5083
post,2028-01-09 12:00:00,699.32,734.32,183.58,226.61,56.653,3.2404,1042.4,260.6,174.83,1.4906
post,2028-01-09 12:15:00,680.34,715.34,178.834,218.92,54.731,3.2675,1014.88,253.719,170.084,1.4917
post,2028-01-09 12:30:00,736.99,771.99,192.997,241.7,60.426,3.1939,1096.85,274.214,184.247,1.4883
post,2028-01-09 12:45:00,713.05,748.05,187.013,212.23,53.058,3.5247,1042.37,260.592,178.263,1.4618
post,2028-01-09 13:00:00,702.19,737.19,184.296,222.56,55.641,3.3122,1041.35,260.337,175.546,1.483
post,2028-01-09 13:15:00,705.07,740.07,185.017,232.9,58.226,3.1776,1054.7,263.675,176.267,1.4959
post,2028-01-09 13:30:00,697.73,732.73,183.183,216.75,,3.3805,1030.88,257.72,174.433,1.4775
post,2028-01-09 13:45:00,666.58,701.58,175.396,210.6,52.65,3.3313,992.18,248.045,166.646,1.4885
post,2028-01-09 14:00:00,664.7,699.7,174.926,195.64,48.909,3.5765,975.25,243.813,166.176,1.4672
post,2028-01-09 14:15:00,689.25,724.25,181.061,213.73,53.432,3.3886,1018.99,254.747,172.311,1.4784
post,2028-01-09 14:30:00,712.95,747.95,186.986,230.54,57.634,3.2444,1060.57,265.141,178.236,1.4876
post,2028-01-09 14:45:00,667.71,702.71,175.677,204.07,51.018,3.4434,986.83,246.707,166.927,1.4779
post,2028-01-09 15:00:00,683.38,718.38,179.595,223.37,55.842,3.2161,1022.5,255.625,170.845,1.4962
post,2028-01-09 15:15:00,649.4,684.4,171.099,198.35,49.586,3.4505,961.97,240.491,162.349,1.4813
post,2028-01-09 15:30:00,716.83,751.83,187.957,221.17,55.292,3.3993,1055.25,263.814,179.207,1.4721
post,2028-01-09 15:45:00,695.29,730.29,182.572,213.1,53.275,3.427,1024.68,256.169,173.822,1.4737
post,2028-01-09 16:00:00,766.23,801.23,200.308,230.86,57.715,3.4706,1116.57,279.143,191.558,1.4572
post,2028-01-09 16:15:00,695.46,730.46,182.616,210.72,52.68,3.4665,1022.48,255.62,173.866,1.4702
post,2028-01-09 16:30:00,701.98,736.98,184.246,213.38,53.345,3.4539,1031.95,257.988,175.496,1.4701
post,2028-01-09 16:45:00,656.08,691.08,172.769,203.66,50.915,3.3932,974.26,243.565,164.019,1.485
post,2028-01-09 17:00:00,,724.24,181.061,226.93,56.733,,1032.19,258.047,172.311,1.4976
post,2028-01-09 17:15:00,634.52,669.52,167.379,190.05,47.511,3.5229,938.12,234.529,158.629,1.4785
post,2028-01-09 17:30:00,657.26,692.26,173.065,234.43,58.608,2.9529,1006.27,251.567,164.315,1.531
post,2028-01-09 17:45:00,687.92,722.92,180.731,224.76,56.189,3.2165,1028.63,257.159,171.981,1.4953
post,2028-01-09 18:00:00,660.79,695.79,173.949,211.7,52.924,3.2868,987.23,246.806,165.199,1.494
post,2028-01-09 18:15:00,674.44,709.44,177.361,214.02,53.506,3.3148,1003.82,250.955,168.611,1.4884
post,2028-01-09 18:30:00,716.64,751.64,187.91,210.38,52.594,3.5729,1044.26,261.066,179.16,1.4572
